170216 190417.543|CONFIG|Thread-3|setFileHandlers|Now logging to /home/pc-65304/桌面/pc2/bin/logs directory.
170216 191122.321|INFO|Thread-7|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #150 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191122.322|INFO|Thread-7|dumpPacket|Packet RUN_JUDGEMENT (Seq #150 ) recieveObject
170216 191122.323|INFO|Thread-7|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191122.323|INFO|Thread-7|dumpPacket|    To: TEAM21 @ site 1
170216 191122.324|INFO|Thread-7|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170216 191122.325|INFO|Thread-7|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--8055481523324589536 id JudgementRecord-2972357801638291960
170216 191122.326|INFO|Thread-7|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1 JUDGED 5 min 324481ms from TEAM21 @ site 1 id Run-2699208776815080928 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191122.326|INFO|Thread-7|info|handlePacket start Packet[RUN_JUDGEMENT] #150 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191122.327|INFO|Thread-7|dumpPacket|Packet RUN_JUDGEMENT (Seq #150 ) handlePacket
170216 191122.328|INFO|Thread-7|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191122.328|INFO|Thread-7|dumpPacket|    To: TEAM21 @ site 1
170216 191122.329|INFO|Thread-7|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170216 191122.329|INFO|Thread-7|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--8055481523324589536 id JudgementRecord-2972357801638291960
170216 191122.330|INFO|Thread-7|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1 JUDGED 5 min 324481ms from TEAM21 @ site 1 id Run-2699208776815080928 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191126.371|INFO|Thread-7|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #150 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191319.518|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A GNU C++ file: /home/pc-65304/dc/main.c
170216 191319.520|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #3 TEAM21 @ site 1 -> SERVER0 @ site 1
170216 191319.521|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #3 TEAM21 @ site 1 -> SERVER0 @ site 1
170216 191319.548|INFO|Thread-9|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #164 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191319.548|INFO|Thread-9|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #164 ) recieveObject
170216 191319.548|INFO|Thread-9|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191319.548|INFO|Thread-9|dumpPacket|    To: TEAM21 @ site 1
170216 191319.549|INFO|Thread-9|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 4 QUEUED_FOR_COMPUTER_JUDGEMENT 7 min 446446ms from TEAM21 @ site 1 id Run--5458953831424573303 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191319.549|INFO|Thread-9|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #164 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191319.549|INFO|Thread-9|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #164 ) handlePacket
170216 191319.549|INFO|Thread-9|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191319.550|INFO|Thread-9|dumpPacket|    To: TEAM21 @ site 1
170216 191319.550|INFO|Thread-9|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 4 QUEUED_FOR_COMPUTER_JUDGEMENT 7 min 446446ms from TEAM21 @ site 1 id Run--5458953831424573303 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191321.205|INFO|Thread-9|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #164 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191322.719|INFO|Thread-10|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #168 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191322.720|INFO|Thread-10|dumpPacket|Packet RUN_JUDGEMENT (Seq #168 ) recieveObject
170216 191322.721|INFO|Thread-10|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191322.721|INFO|Thread-10|dumpPacket|    To: TEAM21 @ site 1
170216 191322.722|INFO|Thread-10|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170216 191322.723|INFO|Thread-10|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE5 @ site 1 judgement No - Wrong Answer--8055481523324589536 id JudgementRecord-7621973935186418440
170216 191322.723|INFO|Thread-10|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 4 JUDGED 7 min 446446ms from TEAM21 @ site 1 id Run--5458953831424573303 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191322.724|INFO|Thread-10|info|handlePacket start Packet[RUN_JUDGEMENT] #168 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191322.725|INFO|Thread-10|dumpPacket|Packet RUN_JUDGEMENT (Seq #168 ) handlePacket
170216 191322.725|INFO|Thread-10|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191322.726|INFO|Thread-10|dumpPacket|    To: TEAM21 @ site 1
170216 191322.727|INFO|Thread-10|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170216 191322.727|INFO|Thread-10|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE5 @ site 1 judgement No - Wrong Answer--8055481523324589536 id JudgementRecord-7621973935186418440
170216 191322.728|INFO|Thread-10|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 4 JUDGED 7 min 446446ms from TEAM21 @ site 1 id Run--5458953831424573303 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191324.765|INFO|Thread-10|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #168 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191436.198|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A GNU C++ file: /home/pc-65304/dc/main.c
170216 191436.200|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #4 TEAM21 @ site 1 -> SERVER0 @ site 1
170216 191436.201|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #4 TEAM21 @ site 1 -> SERVER0 @ site 1
170216 191436.225|INFO|Thread-12|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #188 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191436.226|INFO|Thread-12|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #188 ) recieveObject
170216 191436.226|INFO|Thread-12|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191436.226|INFO|Thread-12|dumpPacket|    To: TEAM21 @ site 1
170216 191436.226|INFO|Thread-12|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 8 QUEUED_FOR_COMPUTER_JUDGEMENT 8 min 523124ms from TEAM21 @ site 1 id Run-917951147589431922 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191436.226|INFO|Thread-12|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #188 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191436.226|INFO|Thread-12|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #188 ) handlePacket
170216 191436.226|INFO|Thread-12|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191436.226|INFO|Thread-12|dumpPacket|    To: TEAM21 @ site 1
170216 191436.227|INFO|Thread-12|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 8 QUEUED_FOR_COMPUTER_JUDGEMENT 8 min 523124ms from TEAM21 @ site 1 id Run-917951147589431922 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191436.801|INFO|Thread-13|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #194 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191436.801|INFO|Thread-13|dumpPacket|Packet RUN_JUDGEMENT (Seq #194 ) recieveObject
170216 191436.801|INFO|Thread-13|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191436.801|INFO|Thread-13|dumpPacket|    To: TEAM21 @ site 1
170216 191436.801|INFO|Thread-13|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170216 191436.801|INFO|Thread-13|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--8055481523324589536 id JudgementRecord--7821239694417191557
170216 191436.801|INFO|Thread-13|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 8 JUDGED 8 min 523124ms from TEAM21 @ site 1 id Run-917951147589431922 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191436.802|INFO|Thread-13|info|handlePacket start Packet[RUN_JUDGEMENT] #194 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191436.802|INFO|Thread-13|dumpPacket|Packet RUN_JUDGEMENT (Seq #194 ) handlePacket
170216 191436.802|INFO|Thread-13|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191436.802|INFO|Thread-13|dumpPacket|    To: TEAM21 @ site 1
170216 191436.802|INFO|Thread-13|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170216 191436.802|INFO|Thread-13|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--8055481523324589536 id JudgementRecord--7821239694417191557
170216 191436.802|INFO|Thread-13|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 8 JUDGED 8 min 523124ms from TEAM21 @ site 1 id Run-917951147589431922 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191437.912|INFO|Thread-13|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #194 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191438.693|INFO|Thread-12|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #188 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191456.422|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A GNU C++ file: /home/pc-65304/dc/main.c
170216 191456.423|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #5 TEAM21 @ site 1 -> SERVER0 @ site 1
170216 191456.424|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #5 TEAM21 @ site 1 -> SERVER0 @ site 1
170216 191456.448|INFO|Thread-15|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #196 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191456.449|INFO|Thread-15|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #196 ) recieveObject
170216 191456.449|INFO|Thread-15|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191456.449|INFO|Thread-15|dumpPacket|    To: TEAM21 @ site 1
170216 191456.450|INFO|Thread-15|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 9 QUEUED_FOR_COMPUTER_JUDGEMENT 9 min 543347ms from TEAM21 @ site 1 id Run-2000651217366751989 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191456.450|INFO|Thread-15|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #196 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191456.450|INFO|Thread-15|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #196 ) handlePacket
170216 191456.451|INFO|Thread-15|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191456.451|INFO|Thread-15|dumpPacket|    To: TEAM21 @ site 1
170216 191456.451|INFO|Thread-15|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 9 QUEUED_FOR_COMPUTER_JUDGEMENT 9 min 543347ms from TEAM21 @ site 1 id Run-2000651217366751989 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191457.283|INFO|Thread-16|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #200 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191457.284|INFO|Thread-16|dumpPacket|Packet RUN_JUDGEMENT (Seq #200 ) recieveObject
170216 191457.284|INFO|Thread-16|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191457.284|INFO|Thread-16|dumpPacket|    To: TEAM21 @ site 1
170216 191457.284|INFO|Thread-16|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170216 191457.284|INFO|Thread-16|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Wrong Answer--8055481523324589536 id JudgementRecord-788890429000181566
170216 191457.285|INFO|Thread-16|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 9 JUDGED 9 min 543347ms from TEAM21 @ site 1 id Run-2000651217366751989 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191457.285|INFO|Thread-16|info|handlePacket start Packet[RUN_JUDGEMENT] #200 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191457.285|INFO|Thread-16|dumpPacket|Packet RUN_JUDGEMENT (Seq #200 ) handlePacket
170216 191457.285|INFO|Thread-16|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 191457.285|INFO|Thread-16|dumpPacket|    To: TEAM21 @ site 1
170216 191457.285|INFO|Thread-16|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170216 191457.286|INFO|Thread-16|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Wrong Answer--8055481523324589536 id JudgementRecord-788890429000181566
170216 191457.286|INFO|Thread-16|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 9 JUDGED 9 min 543347ms from TEAM21 @ site 1 id Run-2000651217366751989 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 191458.125|INFO|Thread-16|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #200 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 191500.501|INFO|Thread-15|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #196 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 192027.854|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A GNU C++ file: /home/pc-65304/dc/main.c
170216 192027.855|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #6 TEAM21 @ site 1 -> SERVER0 @ site 1
170216 192027.855|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #6 TEAM21 @ site 1 -> SERVER0 @ site 1
170216 192027.882|INFO|Thread-18|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #222 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 192027.883|INFO|Thread-18|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #222 ) recieveObject
170216 192027.884|INFO|Thread-18|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 192027.884|INFO|Thread-18|dumpPacket|    To: TEAM21 @ site 1
170216 192027.884|INFO|Thread-18|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 13 QUEUED_FOR_COMPUTER_JUDGEMENT 14 min 874779ms from TEAM21 @ site 1 id Run--9041186784961458988 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 192027.884|INFO|Thread-18|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #222 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 192027.885|INFO|Thread-18|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #222 ) handlePacket
170216 192027.885|INFO|Thread-18|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 192027.885|INFO|Thread-18|dumpPacket|    To: TEAM21 @ site 1
170216 192027.885|INFO|Thread-18|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 13 QUEUED_FOR_COMPUTER_JUDGEMENT 14 min 874779ms from TEAM21 @ site 1 id Run--9041186784961458988 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 192028.868|INFO|Thread-18|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #222 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 192028.921|INFO|Thread-19|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #227 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 192028.921|INFO|Thread-19|dumpPacket|Packet RUN_JUDGEMENT (Seq #227 ) recieveObject
170216 192028.921|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 192028.921|INFO|Thread-19|dumpPacket|    To: TEAM21 @ site 1
170216 192028.921|INFO|Thread-19|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170216 192028.921|INFO|Thread-19|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Compilation Error-3412094066369677909 id JudgementRecord--5207179742885748186
170216 192028.922|INFO|Thread-19|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 13 JUDGED 14 min 874779ms from TEAM21 @ site 1 id Run--9041186784961458988 problem A--5986129796115654838 lang GNU C++--8869940188041354309
170216 192028.922|INFO|Thread-19|info|handlePacket start Packet[RUN_JUDGEMENT] #227 SERVER0 @ site 1 -> TEAM21 @ site 1
170216 192028.922|INFO|Thread-19|dumpPacket|Packet RUN_JUDGEMENT (Seq #227 ) handlePacket
170216 192028.922|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default-5982225616393543329)
170216 192028.922|INFO|Thread-19|dumpPacket|    To: TEAM21 @ site 1
170216 192028.922|INFO|Thread-19|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
